Ex-Showroom_Price,Fuel_Type,Length,Width,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Seating_Capacity,Model
"Rs. 11,20,689",Diesel,4395 mm,1735 mm,24.2 km/litre,6,,95Bhp@4400rpm,225Nm@1750rpm,7,Ertiga
"Rs. 8,87,689",CNG + Petrol,4265 mm,1695 mm,19.34 km/litre,5,,103Bhp@6000rpm,180Nm@4400rpm,7,Ertiga
"Rs. 7,88,913",Petrol,3995 mm,1745 mm,21.4 km/litre,5,170 mm,102PS@5500rpm,150Nm@1700-4500RPM,5,Baleno Rs
"Rs. 10,35,000",Diesel,3999 mm,1734 mm,25.5 km/litre,7,188 mm,100PS@3600rpm,200Nm@1750rpm,5,Wr-V
"Rs. 9,25,000",Petrol,3999 mm,1734 mm,17.5 km/litre,7,188 mm,90PS@6000rpm,110Nm@4800rpm,5,Wr-V
"Rs. 9,25,000",Diesel,3999 mm,1734 mm,25.5 km/litre,7,188 mm,100PS@3600rpm,200Nm@1750rpm,5,Wr-V
"Rs. 8,15,000",Petrol,3999 mm,1734 mm,17.5 km/litre,7,188 mm,90PS@6000rpm,110Nm@4800rpm,5,Wr-V
"Rs. 9,16,050",Diesel,3999 mm,1734 mm,25.5 km/litre,7,188 mm,100PS@3600rpm,200Nm@1750rpm,5,Wr-V
"Rs. 8,08,050",Petrol,3999 mm,1734 mm,17.5 km/litre,7,188 mm,90PS@6000rpm,110Nm@4800rpm,5,Wr-V
"Rs. 10,48,050",Diesel,3999 mm,1734 mm,25.5 km/litre,7,188 mm,100PS@3600rpm,200Nm@1750rpm,5,Wr-V
"Rs. 9,35,050",Petrol,3999 mm,1734 mm,17.5 km/litre,7,188 mm,90PS@6000rpm,110Nm@4800rpm,5,Wr-V
"Rs. 9,95,000",Diesel,3999 mm,1734 mm,25.5 km/litre,7,188 mm,100PS@3600rpm,200Nm@1750rpm,5,Wr-V
"Rs. 8,54,328",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,84PS@3750RPM,240Nm@1600-2800rpm,7,Tuv300
"Rs. 9,14,328",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,84PS@3750RPM,240Nm@1600-2800rpm,7,Tuv300
"Rs. 9,76,592",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,84PS@3750RPM,240Nm@1600-2800rpm,7,Tuv300
"Rs. 9,99,614",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,7,Tuv300
"Rs. 10,31,943",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,7,Tuv300
"Rs. 10,22,930",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,7,Tuv300
"Rs. 10,55,259",Diesel,3995 mm,1835 mm,18.49 km/litre,5,184 mm,100PS@3750RPM,240Nm@1500-2250rpm,7,Tuv300
"Rs. 8,80,689",Diesel,4300 mm,1785 mm,23.65 km/litre,5,180 mm,90PS@4000rpm,200Nm@1750rpm,5,S-Cross
"Rs. 9,92,689",Diesel,4300 mm,1785 mm,23.65 km/litre,5,180 mm,90PS@4000rpm,200Nm@1750rpm,5,S-Cross
"Rs. 10,43,689",Diesel,4300 mm,1785 mm,23.65 km/litre,5,180 mm,90PS@4000rpm,200Nm@1750rpm,5,S-Cross
"Rs. 11,43,689",Diesel,4300 mm,1785 mm,23.65 km/litre,5,180 mm,90PS@4000rpm,200Nm@1750rpm,5,S-Cross
"Rs. 9,49,999",Petrol,4329 mm,1813 mm,13.86 km/litre,5,201 mm,106PS@5600rpm,142Nm@4000rpm,5,Captur
"Rs. 10,49,999",Diesel,4329 mm,1813 mm,20.37 km/litre,6,201 mm,110PS@3850rpm,240Nm@1750rpm,5,Captur
"Rs. 12,99,999",Diesel,4329 mm,1813 mm,20.37 km/litre,6,201 mm,110PS@3850rpm,240Nm@1750rpm,5,Captur
"Rs. 11,99,999",Petrol,4329 mm,1813 mm,13.86 km/litre,5,201 mm,106PS@5600rpm,142Nm@4000rpm,5,Captur
"Rs. 9,63,037",Diesel,4520 mm,1850 mm,13.9 km/litre,5,186 mm,95PS@3600rpm,218Nm@1400-2600rpm,7,Xylo
"Rs. 10,04,487",Diesel,4520 mm,1850 mm,13.9 km/litre,5,186 mm,95PS@3600rpm,218Nm@1400-2600rpm,7,Xylo
"Rs. 10,31,951",Diesel,4520 mm,1850 mm,14.02 km/litre,5,180 mm,120PS@4000RPM,280Nm@2400-2800rpm,7,Xylo
"Rs. 10,66,139",Diesel,4520 mm,1850 mm,14.02 km/litre,5,180 mm,120PS@4000RPM,280Nm@2400-2800rpm,7,Xylo
"Rs. 12,28,335",Diesel,4520 mm,1850 mm,14.02 km/litre,5,180 mm,121PS@4000rpm,280Nm@2400-2800rpm,8,Xylo
"Rs. 9,89,000",Petrol,4315 mm,1800 mm,16.8 km/litre,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,5,Seltos
"Rs. 10,29,000",Petrol,4315 mm,1800 mm,16.8 km/litre,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,5,Seltos
"Rs. 11,49,000",Petrol,4315 mm,1800 mm,16.8 km/litre,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,5,Seltos
"Rs. 13,09,000",Petrol,4315 mm,1800 mm,16.8 km/litre,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,5,Seltos
"Rs. 14,09,000",Petrol,4315 mm,1800 mm,16.8 km/litre,6,190 mm,115PS@6300rpm,144Nm@4500 rpm,5,Seltos
"Rs. 10,34,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,114PS@4000 rpm,250Nm@1500-2750rpm,5,Seltos
"Rs. 11,54,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,5,Seltos
"Rs. 12,54,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,5,Seltos
"Rs. 13,54,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,5,Seltos
"Rs. 15,34,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,5,Seltos
"Rs. 16,34,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,5,Seltos
"Rs. 13,79,000",Petrol,4315 mm,1800 mm,16.1 km/litre,6,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,5,Seltos
"Rs. 15,29,000",Petrol,4315 mm,1800 mm,16.1 km/litre,6,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,5,Seltos
"Rs. 16,29,000",Petrol,4315 mm,1800 mm,16.5 km/litre,7,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,5,Seltos
"Rs. 16,29,000",Petrol,4315 mm,1800 mm,16.1 km/litre,6,190 mm,140PS@6000RPM,242Nm@1500-3200rpm,5,Seltos
"Rs. 14,14,000",Diesel,4315 mm,1800 mm,20 km/litre,6,190 mm,115PS@4000RPM,250Nm@1500-2750rpm,5,Seltos
"Rs. 9,99,900",Diesel,4331 mm,1822 mm,20.45 km/litre,5,205 mm,85PS@3750rpm,200Nm@1900rpm,5,Terrano
"Rs. 14,64,900",Diesel,4331 mm,1822 mm,19.01 km/litre,6,205 mm,110PS@3900rpm,248Nm@2250rpm,5,Terrano
"Rs. 9,99,900",Petrol,4331 mm,1822 mm,13.24 km/litre,5,205 mm,104PS@5850rpm,145Nm@3750rpm,5,Terrano
"Rs. 12,35,700",Diesel,4331 mm,1822 mm,20.45 km/litre,5,205 mm,85PS@3750rpm,200Nm@1900rpm,5,Terrano
"Rs. 14,19,900",Diesel,4331 mm,1822 mm,19.01 km/litre,6,205 mm,110PS@3900rpm,248Nm@2250rpm,5,Terrano
"Rs. 12,35,700",Diesel,4331 mm,1822 mm,20.45 km/litre,5,205 mm,85PS@3750rpm,200Nm@1900rpm,5,Terrano
"Rs. 11,09,005",Diesel,4655 mm,1855 mm,14 km/litre,5,200 mm,150PS@4000rpm,320Nm@1700-2700rpm,7,Safari Storme
"Rs. 13,35,158",Diesel,4655 mm,1965 mm,14 km/litre,5,200 mm,150PS@4000rpm,320Nm@1700-2700rpm,7,Safari Storme
"Rs. 14,79,574",Diesel,4655 mm,1965 mm,14.1 km/litre,6,200 mm,156PS@4000rpm,400Nm@1750-2500rpm,7,Safari Storme
"Rs. 16,43,829",Diesel,4655 mm,1965 mm,14.1 km/litre,6,200 mm,156PS@4000rpm,400Nm@1750-2500rpm,7,Safari Storme
"Rs. 12,48,000",Petrol,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 13,48,000",Diesel,4655 mm,1835 mm,17.41 km/litre,6,192 mm,168bhp,350NM,5,Hector
"Rs. 14,48,000",Diesel,4655 mm,1835 mm,17.41 km/litre,6,192 mm,168bhp,350NM,5,Hector
"Rs. 15,88,000",Diesel,4655 mm,1835 mm,17.41 km/litre,6,192 mm,168bhp,350NM,5,Hector
"Rs. 17,28,000",Diesel,4655 mm,1835 mm,17.41 km/litre,6,192 mm,168bhp,350NM,5,Hector
"Rs. 13,28,000",Petrol,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 13,88,000",Hybrid,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 16,28,000",Hybrid,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 14,98,000",Hybrid,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 15,68,000",Petrol,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 17,18,000",Petrol,4655 mm,1835 mm,,6,192 mm,141bhp,250NM,5,Hector
"Rs. 13,99,000",Electric,3994 mm,1811 mm,,,205 mm,129PS,245Nm,5,Nexon Ev
"Rs. 14,99,000",Electric,3994 mm,1811 mm,,,205 mm,129PS,245Nm,5,Nexon Ev
"Rs. 15,99,000",Electric,3994 mm,1811 mm,,,205 mm,129PS,245Nm,5,Nexon Ev
"Rs. 15,89,000",Petrol,4620 mm,1800 mm,14.6 km/litre,6,,152PS@6200rpm,196Nm@4000rpm,5,Elantra
"Rs. 18,49,000",Petrol,4620 mm,1800 mm,14.6 km/litre,6,,152PS@6200rpm,196Nm@4000rpm,5,Elantra
"Rs. 19,49,000",Petrol,4620 mm,1800 mm,14.6 km/litre,6,,152PS@6200rpm,196Nm@4000rpm,5,Elantra
"Rs. 20,39,000",Petrol,4620 mm,1800 mm,14.6 km/litre,6,,152PS@6200rpm,196Nm@4000rpm,5,Elantra
"Rs. 20,79,717",Diesel,4475 mm,1850 mm,18.42 km/litre,5,,185PS@4000rpm,400NM@1750rpm,5,Tucson
"Rs. 18,76,656",Petrol,4475 mm,1850 mm,13.03 km/litre,5,,155PS@6200rpm,192NM@4000rpm,5,Tucson
"Rs. 23,64,354",Diesel,4475 mm,1850 mm,16.38 km/litre,5,,185PS@4000rpm,400NM@1750rpm,5,Tucson
"Rs. 21,87,384",Petrol,4475 mm,1850 mm,12.95 km/litre,5,,155PS@6200rpm,192NM@4000rpm,5,Tucson
"Rs. 26,97,417",Diesel,4475 mm,1850 mm,16.38 km/litre,5,,185PS@4000rpm,400NM@1750rpm,5,Tucson
"Rs. 23,73,522",Petrol,4475 mm,1850 mm,12.95 km/litre,5,,155PS@6200rpm,192NM@4000rpm,5,Tucson
"Rs. 22,46,749",Petrol,4475 mm,1850 mm,12.95 km/litre,5,,155PS@6200rpm,192NM@4000rpm,5,Tucson
"Rs. 24,23,720",Diesel,4475 mm,1850 mm,16.38 km/litre,5,,185PS@4000rpm,400NM@1750rpm,5,Tucson
"Rs. 30,21,500",Diesel,4767 mm,1832 mm,17.42 km/litre,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,Passat
"Rs. 33,21,500",Diesel,4767 mm,1832 mm,17.42 km/litre,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,Passat
"Rs. 25,99,000",Diesel,4767 mm,1832 mm,17.42 km/litre,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,Passat
"Rs. 28,99,000",Diesel,4767 mm,1832 mm,17.42 km/litre,7,,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,Passat
"Rs. 27,85,288",Petrol,4292 mm,1780 mm,15.5 km/litre,7,160 mm,122PS@5000rpm,200Nm@1250-4000rpm,5,Mercedes-Benz A-Class
"Rs. 28,86,871",Diesel,4292 mm,2022 mm,15.5 km/litre,7,160 mm,136PS@4400RPM,300Nm@1600-3000rpm,5,Mercedes-Benz A-Class
"Rs. 32,83,000",Diesel,4370 mm,1783 mm,16.8 km/litre,6,132 mm,150PS@3500rpm,350Nm@1500-2750rpm,5,V40 Cross Country
"Rs. 29,62,000",Petrol,4370 mm,1857 mm,16 km/litre,6,132 mm,180PS@5700rpm,240Nm@1600-500rpm,5,V40 Cross Country
"Rs. 34,90,000",Petrol,4299 mm,1822 mm,14.41 km/litre,8,,192PS@5500rpm,280Nm@1350rpm,5,Countryman
"Rs. 37,40,000",Diesel,4299 mm,1822 mm,19.19 km/litre,8,,190PS@5500rpm,400NM@1750rpm,5,Countryman
"Rs. 41,40,000",Petrol,4299 mm,1822 mm,14.41 km/litre,8,,192PS@5500rpm,280Nm@1350rpm,5,Countryman
"Rs. 42,40,000",Petrol,4299 mm,1822 mm,14.41 km/litre,8,,192PS@5500rpm,280Nm@1350rpm,5,Countryman
"Rs. 40,20,000",Diesel,4686 mm,1810 mm,12.06 km/litre,9,157 mm,192bhp@3800rpm,400Nm@1600rpm,5,Mercedes-Benz C-Class
"Rs. 46,70,000",Diesel,4686 mm,1810 mm,12.06 km/litre,9,157 mm,192bhp@3800rpm,400Nm@1600rpm,5,Mercedes-Benz C-Class
"Rs. 49,74,750",Diesel,4686 mm,1810 mm,16.05 km/litre,9,157 mm,241bhp@4200rpm,500Nm@1600rpm,5,Mercedes-Benz C-Class
"Rs. 75,00,000",Petrol,4756 mm,1839 mm,1449 km/litre,7,112 mm,503bhp@5500rpm,700Nm@1750RPM,5,Mercedes-Benz C-Class
"Rs. 40,90,000",Petrol,4686 mm,1810 mm,12.06 km/litre,9,157 mm,181bhp@5800rpm,280Nm@1600rpm,5,Mercedes-Benz C-Class
"Rs. 46,54,000",Petrol,4686 mm,1810 mm,12.06 km/litre,9,157 mm,181bhp @5800rpm,280Nm@1600rpm,5,Mercedes-Benz C-Class
"Rs. 45,09,000",Hybrid,4540 mm,1760 mm,23.9 km/litre,5,165 mm,98PS@5200rpm,142Nm@3600rpm,5,Prius
"Rs. 56,95,000",Hybrid,4975 mm,1865 mm,17.8 km/litre,,,176Bhp@5700rpm,221Nm@3600-5200rpm,5,Es
"Rs. 60,60,000",Petrol,4.64 mm,1.845 mm,18.3 km/litre,,,194PS@5700rpm,210Nm@4200-4400rpm,5,Nx 300H
"Rs. 59,90,000",Petrol,4640 mm,1845 mm,18.3 km/litre,,,194PS@5700rpm,210Nm@4200-4400rpm,5,Nx 300H
"Rs. 64,63,780",Diesel,4731 mm,2175 mm,16.38 km/litre,,213 mm,180ps@5500rpm,430Nm@1750-2000rpm,5,F-Pace
"Rs. 64,22,809",Petrol,4731 mm,2175 mm,21.27 km/litre,,213 mm,247bhp@5500rpm,369Nm@1300-4000rpm,5,F-Pace
"Rs. 65,31,000",Diesel,4950 mm,2052 mm,17.2 km/litre,8,210 mm,235PS@4250RPM,480Nm@1740RPM,5,V90 Cross Country
"Rs. 69,48,200",Diesel,4733 mm,1843 mm,17.2 km/litre,7,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,4,A5 Cabriolet
"Rs. 73,70,000",Diesel,4924 mm,2157 mm,,9,,245PS@4200rpm,500Nm@1600rpm,5,Mercedes-Benz Gle
"Rs. 1,25,00,000",Diesel,4924 mm,2157 mm,,9,,330PS@3600-4200rpm,700Nm@1200-3200rpm,5,Mercedes-Benz Gle
"Rs. 84,70,000",Diesel,4988 mm,1890 mm,,9,,245Bhp@4200RPM,500Nm@1600-2400RPM,5,Mercedes-Benz Cls
"Rs. 1,04,90,000",Petrol,5151 mm,2000 mm,13.38 km/litre,8,,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,7,X7
"Rs. 1,02,50,000",Diesel,5151 mm,2000 mm,13.38 km/litre,8,,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,7,X7
"Rs. 1,35,90,000",Petrol,4671 mm,1870 mm,10.75 km/litre,7,121 mm,431PS@7300RPM,550Nm@1850-5500rpm,4,M4
"Rs. 1,74,20,000",Petrol,4519 mm,1852 mm,8.9 km/litre,8,,450hp@6500rpm,530Nm@5000rpm,4,911
"Rs. 1,88,44,000",Petrol,4519 mm,1852 mm,9.1 km/litre,8,,450hp@6500rpm,530Nm@5000rpm,4,911
"Rs. 2,12,40,272",Petrol,4710 mm,1895 mm,9 km/litre,6,110 mm,570PS@6800rpm,637Nm@3200rpm,4,Gtr
"Rs. 2,95,00,000",Petrol,4465 mm,2153 mm,8 km/litre,8,122 mm,505bhp@6000rpm,685Nm@2000-5000rpm,2,Vantage
"Rs. 3,88,45,823",Petrol,5019 mm,1929 mm,12.9 km/litre,8,108 mm,560PS@6650rpm,630Nm@5500rpm,4,Rapide
"Rs. 5,20,00,000",Petrol,4657 mm,1971 mm,14.9 km/litre,7,,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,2,812 Superfast
"Rs. 3,54,235",Petrol,3430 mm,1490 mm,23.7 km/litre,5,160 mm,48PS@6000rpm,69Nm@3500rpm,5,Alto 800 Tour
"Rs. 3,56,559",Petrol,3395 mm,1490 mm,24.7 km/litre,5,160 mm,48PS@6000rpm,69Nm@3500rpm,5,Alto 800 Tour
"Rs. 6,75,090",Diesel,3805 mm,1680 mm,20.7 km/litre,5,,75PS@4000rpm,190NM@1750-2250RPM,5,Grand I10 Nios
"Rs. 5,04,990",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 5,89,610",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 6,42,610",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 6,43,350",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 7,03,350",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 6,73,350",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 7,18,950",Petrol,3805 mm,1680 mm,20.7 km/litre,5,165 mm,83PS@6000rpm,114Nm@4000rpm,5,Grand I10 Nios
"Rs. 7,90,350",Diesel,3805 mm,1680 mm,20.7 km/litre,5,,75PS@4000rpm,190NM@1750-2250RPM,5,Grand I10 Nios
"Rs. 8,04,450",Diesel,3805 mm,1680 mm,20.7 km/litre,5,,75PS@4000rpm,190NM@1750-2250RPM,5,Grand I10 Nios
"Rs. 6,43,769",Petrol,3995 mm,1660 mm,20.14 km/litre,5,165 mm,83PS@6000rpm,114Nm@6000rpm,5,Xcent
"Rs. 7,33,734",Petrol,3995 mm,1660 mm,17.36 km/litre,4,165 mm,82PS@6000rpm,114Nm@6000rpm,5,Xcent
"Rs. 7,05,546",Petrol,3995 mm,1660 mm,20.14 km/litre,5,165 mm,82PS@6000rpm,114Nm@6000rpm,5,Xcent
"Rs. 7,82,346",Petrol,3995 mm,1660 mm,,5,165 mm,82PS@6000rpm,114Nm@6000rpm,5,Xcent
"Rs. 7,42,033",Diesel,3995 mm,1660 mm,,5,165 mm,72PS@4000rpm,180Nm@1750rpm,5,Xcent
"Rs. 5,81,078",Petrol,3995 mm,1660 mm,,5,165 mm,83PS@6000rpm,114Nm@6000rpm,5,Xcent
"Rs. 7,98,558",Diesel,3995 mm,1660 mm,25.4 km/litre,5,165 mm,75PS@4000rpm,190NM@1750-2250RPM,5,Xcent
"Rs. 8,75,358",Diesel,3995 mm,1660 mm,25.4 km/litre,5,165 mm,72PS@4000rpm,190NM@1750-2250RPM,5,Xcent
"Rs. 6,73,261",Diesel,3995 mm,1660 mm,,5,165 mm,75PS@4000rpm,190NM@1750-2250RPM,5,Xcent
"Rs. 6,62,880",Petrol,3825 mm,1665 mm,19.34 km/litre,5,154 mm,77PS@6000rpm,104Nm@4000rpm,5,Micra
"Rs. 7,81,686",Petrol,3825 mm,1665 mm,19.34 km/litre,5,154 mm,77PS@6000rpm,104Nm@4400rpm,5,Micra
"Rs. 7,43,504",Diesel,3825 mm,1665 mm,23.08 km/litre,5,150 mm,64PS@4000rpm,160Nm@2000rpm,5,Micra
"Rs. 8,12,964",Diesel,3825 mm,1665 mm,23.08 km/litre,5,150 mm,64PS@4000rpm,160Nm@2000rpm,5,Micra
"Rs. 9,42,263",Diesel,4107 mm,1745 mm,15.96 km/litre,5,180 mm,63PS@3200rpm,195Nm@1400-2200rpm,7,Bolero
"Rs. 9,17,055",Diesel,4107 mm,1745 mm,15.96 km/litre,5,180 mm,63PS@3200rpm,195Nm@1400-2200rpm,7,Bolero
"Rs. 8,60,720",Diesel,4107 mm,1745 mm,15.96 km/litre,5,180 mm,63PS@3200rpm,195Nm@1400-2200rpm,7,Bolero
"Rs. 8,15,883",Diesel,4221 mm,1745 mm,15.96 km/litre,5,183 mm,63PS@3200rpm,195Nm@1400-2200rpm,7,Bolero
"Rs. 7,73,678",Diesel,4221 mm,1745 mm,15.96 km/litre,5,183 mm,63PS@3200rpm,195Nm@1400-2200rpm,7,Bolero
"Rs. 11,02,689",Diesel,4490 mm,1730 mm,28.09 km/litre,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,5,Ciaz
"Rs. 9,19,689",Diesel,4490 mm,1730 mm,28.09 km/litre,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,5,Ciaz
"Rs. 9,80,689",Diesel,4490 mm,1730 mm,28.09 km/litre,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,5,Ciaz
"Rs. 10,62,689",Diesel,4490 mm,1730 mm,28.09 km/litre,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,5,Ciaz
"Rs. 8,19,689",Petrol,4490 mm,1730 mm,21.56 km/litre,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 8,81,689",Petrol,4490 mm,1730 mm,21.56 km/litre,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 9,58,689",Petrol,4490 mm,1730 mm,21.56 km/litre,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 9,97,689",Petrol,4490 mm,1730 mm,21.56 km/litre,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 9,80,689",Petrol,4490 mm,1730 mm,20.28 km/litre,4,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 10,58,688",Petrol,4490 mm,1730 mm,20.28 km/litre,4,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 10,98,689",Petrol,4490 mm,1730 mm,20.28 km/litre,4,170 mm,103Bhp@6000rpm,138Nm@4400rpm,5,Ciaz
"Rs. 11,38,189",Diesel,4490 mm,1730 mm,26.82 km/litre,6,170 mm,94Bhp@4000RPM,225Nm@1500-2250rpm,5,Ciaz
"Rs. 9,97,689",Diesel,4490 mm,1730 mm,26.32 km/litre,6,170 mm,94Bhp@4000RPM,225Nm@1500-2250rpm,5,Ciaz
"Rs. 11,09,189",Diesel,4490 mm,1730 mm,26.32 km/litre,6,170 mm,94Bhp@4000RPM,225Nm@1500-2250rpm,5,Ciaz
"Rs. 9,98,599",Petrol,4413 mm,1699 mm,15.41 km/litre,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 10,06,139",Diesel,4413 mm,1699 mm,21.13 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 8,81,916",Petrol,4413 mm,1699 mm,15.41 km/litre,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 11,29,599",Diesel,4413 mm,1699 mm,21.13 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 12,49,599",Diesel,4413 mm,1699 mm,21.72 km/litre,7,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 12,43,599",Petrol,4413 mm,1699 mm,14.84 km/litre,7,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 13,99,599",Diesel,4413 mm,1699 mm,21.72 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 12,73,599",Diesel,4413 mm,1699 mm,21.13 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 11,15,599",Petrol,4413 mm,1699 mm,15.41 km/litre,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 9,99,599",Petrol,4413 mm,1699 mm,14.84 km/litre,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 9,75,599",Petrol,4413 mm,1699 mm,15.41 km/litre,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 10,99,599",Petrol,4413 mm,1699 mm,14.84 km/litre,7,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Rapid
"Rs. 11,58,599",Diesel,4413 mm,1699 mm,21.13 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 12,73,599",Diesel,4413 mm,1699 mm,21.72 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Rapid
"Rs. 9,80,970",Petrol,3989 mm,1687 mm,16.3 km/litre,5,155 mm,145PS@5500rpm,212Nm@2000-4000rpm,5,Abarth Punto
"Rs. 9,99,990",Diesel,4270 mm,1780 mm,21.38 km/litre,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,5,Creta
"Rs. 9,99,990",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 12,32,534",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 13,94,437",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 13,77,363",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 12,87,041",Petrol,4270 mm,1780 mm,15.29 km/litre,6,190 mm,123PS@6400rpm,151Nm@4850rpm,5,Creta
"Rs. 11,97,919",Diesel,4270 mm,1780 mm,21.38 km/litre,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,5,Creta
"Rs. 13,66,797",Diesel,4270 mm,1780 mm,19.67 km/litre,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,5,Creta
"Rs. 15,43,564",Diesel,4270 mm,1780 mm,19.67 km/litre,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,5,Creta
