Automatic_Headlamps,ESP_(Electronic_Stability_Program),Number_of_Airbags,Gear_Shift_Reminder,Fasten_Seat_Belt_Warning,Door_Ajar_Warning,ABS_(Anti-lock_Braking_System),Passenger_Side_Seat-Belt_Reminder,High_Speed_Alert_System,Low_Fuel_Warning,Engine_Malfunction_Light,Child_Safety_Locks,Central_Locking,Ex-Showroom_Price,ARAI_Certified_Mileage,Power,Torque
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,89,993",27.28 km/litre,70PS@4000rpm,140Nm@1800-3000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,39,993",23.84 km/litre,85PS@6000rpm,114NM@3500rpm
,,,,,,,,,,Yes,Yes,Yes,"Rs. 7,97,802",17.21 km/litre,100PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,,Yes,,,,Yes,Yes,Yes,"Rs. 9,05,642",17.21 km/litre,100PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,,Yes,,,,Yes,Yes,Yes,"Rs. 9,84,818",17.21 km/litre,100PS@3750RPM,240Nm@1600-2800rpm
,,2,,,,Yes,,,,Yes,Yes,Yes,"Rs. 8,32,415",17.21 km/litre,100PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,72,359",16.21 km/litre,100PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,48,603",16.21 km/litre,100PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,55,000",14.23 km/litre,106PS@5600rpm,142Nm@4000rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,95,000",14.23 km/litre,106PS@5600rpm,142Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,09,000",20.45 km/litre,110PS@3850rpm,240Nm@1750rpm
Yes,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,51,000",20.45 km/litre,110PS@3850rpm,240Nm@1750rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,69,000",20.45 km/litre,110PS@3850rpm,240Nm@1750rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 14,65,000",20.45 km/litre,110PS@3850rpm,240Nm@1750rpm
,Yes,7,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 14,65,000",20.45 km/litre,110PS@3850rpm,240Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,89,000",20.45 km/litre,110PS@3850rpm,240Nm@1750rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,,"Rs. 12,05,000",,73.5kW@4000rpm,190Nm@1250-3500rpm
Yes,Yes,6,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 23,71,858",,136 bhp,395 Nm
Yes,Yes,9,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 37,88,000",23.2 km/litre,178PS@5700rpm,221Nm@3600-5200rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 60,61,200",19.2 km/litre,190ps @ 3800-4200rpm,400Nm @1750-3000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,02,05,494",18 km/litre,258PS@3750rpm,600Nm@2000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 96,89,321",18 km/litre,258PS@3750rpm,600Nm@2000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 84,33,741",9.17 km/litre,394PS@3750rpm,450Nm@3500-5000RPM
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 80,77,550",9.17 km/litre,394PS@3750rpm,450Nm@3500-5000RPM
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 88,77,094",18 km/litre,258PS@3750rpm,600Nm@2000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 76,93,664",9.17 km/litre,394PS@3750rpm,450Nm@3500-5000RPM
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,08,61,088",18 km/litre,258PS@3750rpm,600Nm@2000rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 89,37,846",9.17 km/litre,394PS@3750rpm,450Nm@3500-5000RPM
Yes,Yes,14,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,82,21,000",15.4 km/litre,299PS@6600rpm,350Nm@5100rpm
Yes,Yes,14,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,87,36,000",15.4 km/litre,299PS@6600rpm,350Nm@5100rpm
Yes,Yes,14,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,93,71,000",15.4 km/litre,299PS@6600rpm,350Nm@5100rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,50,00,000",23 km/litre,460PS@5350rpm,720Nm@3500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,54,00,000",23 km/litre,460PS@5350rpm,720Nm@3500rpm
,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 5,35,562",15.7 km/litre,68PS@6000rpm,96Nm@2500RPM
,,1,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 6,31,292",20.5 km/litre,76PS@4000RPM,197Nm@1750RPM
,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 6,92,655",20.3 km/litre,76PS@4000RPM,197Nm@1750RPM
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,47,774",21.2 km/litre,76PS@4000RPM,197Nm@1750RPM
,,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,40,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
,,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 10,55,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,74,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 14,18,000",17.8 km/litre,107PS@6000rpm,140Nm@4200rpm
,,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,75,000",17.8 km/litre,107PS@6000rpm,140Nm@4200rpm
,,7,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,"Rs. 10,10,000",17.8 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 12,94,000",17.8 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 12,96,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,97,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
,,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 8,76,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
,,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,74,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
,,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,35,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
,,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 10,83,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 13,17,000",17.1 km/litre,107PS@6000rpm,140Nm@4200rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,99,599",16.7 km/litre,140PS@6000RPM,250Nm@1500-3500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,99,599",21 km/litre,143PS@4000rpm,320Nm@1750-3000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,99,599",16.7 km/litre,140PS@6000RPM,250Nm@1500-3500rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,59,599",15.1 km/litre,180PS@6200RPM,250NM@1250-5000rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,79,599",21 km/litre,143PS@4000rpm,320Nm@1750-3000rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 22,99,599",19.5 km/litre,143PS@4000rpm,320Nm@1750-3000rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 23,59,599",15.1 km/litre,180PS@6200RPM,250NM@1250-5000rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 23,59,599",19.5 km/litre,143PS@4000rpm,320Nm@1750-3000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,49,000",16.7 km/litre,140PS@6000RPM,250Nm@1500-3500rpm
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,99,000",21 km/litre,141PS@4000rpm,320Nm@1750-3000rpm
Yes,Yes,6,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 19,99,599",15.1 km/litre,180PS@6200RPM,250NM@1250-5000rpm
Yes,Yes,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 21,99,599",19.5 km/litre,143PS@4000rpm,320Nm@1750-3000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 52,75,000",13.51 km/litre,197PS@5500-6100rpm,320Nm@1650-4000rpm
Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 57,75,000",18.18 km/litre,194PS@3800rpm,400Nm@1600-2800RPM
Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,31,51,000",11.6 km/litre,340PS@5300-6400,450Nm@1340-5300
Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 1,97,63,000",15.3 km/litre,550PS@5750-6000,770Nm@2000-4500
,,,,,,,,,Yes,Yes,Yes,,"Rs. 7,48,370",21 km/litre,65PS@4000rpm,160Nm@2000rpm
,,,,,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 7,72,617",21 km/litre,65PS@4000rpm,160Nm@2000rpm
,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,45,154",21 km/litre,120PS@4000RPM,280Nm@2400-2800rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,03,750",10.77 km/litre,178PS@4000rpm,400Nm@2000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 28,35,500",10.77 km/litre,178PS@4000rpm,350Nm@1800-3500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,53,240",10.77 km/litre,178PS@4000rpm,400Nm@2000-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,92,800",10.77 km/litre,178PS@4000rpm,400Nm@2000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 29,52,500",10.77 km/litre,178PS@4000rpm,350Nm@1800-3500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 3,41,67,064",4 km/litre,507PS@6000rpm,660NM@1700rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 3,93,82,083",4 km/litre,616PS@6100rpm,800Nm@1600-6100rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,91,000",17.4 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 10,65,900",17.8 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,82,000",17.4 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 13,12,000",18 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,11,000",25.6 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 11,91,000",25.6 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 13,02,000",25.1 km/litre,100PS@3600rpm,200Nm@1750rpm
Yes,,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 14,21,000",25.1 km/litre,100PS@3600rpm,200Nm@1750rpm
Yes,,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 14,31,000",22.6 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 12,01,000",17.8 km/litre,119PS@6600rpm,145Nm@4600rpm
,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 68,62,560",11.56 km/litre,202ps@3800rpm,441Nm@2000rpm

